Player,College,Year,Pick,Rnd,DrAge,AP1,PB,St,wAV,G,GS,Rk,Age,AV,Height,Wt,X40YD,Vertical,BenchReps,Broad.Jump,X3Cone,Shuttle,CareerLength,SEC,BIG10,BIG12,PAC12,ACC,Pos,Position,Team,From,To,AA,QB,Skill,OL,DL,LB,DB,K
Joshua Perry,Ohio St.,2016,102,4,22,0,0,0,1,17,1,71,21,1,6.4,254,4.68,33.5,20,124,NA,NA,2,0,1,0,0,0,LB,11,SDG,2016,2017,0,0,0,0,0,1,0,0
Kamalei Correa,Boise St.,2016,42,2,22,0,0,1,11,63,19,199,21,12,6.3,243,4.69,33,21,108,NA,NA,5,0,0,0,0,0,DE,10,BAL,2016,2020,0,0,0,0,1,0,0,0
Karl Joseph,West Virginia,2016,14,1,22,0,0,4,16,65,49,129,22,18,5.1,205,4.57,NA,NA,NA,NA,NA,6,0,0,1,0,0,S,S,OAK,2016,2021,0,0,0,0,0,0,1,0
Keanu Neal,Florida,2016,17,1,21,0,1,3,20,63,53,83,20,21,6.1,211,4.62,38,17,132,7.09,4.38,6,1,0,0,0,0,S,S,ATL,2016,2021,0,0,0,0,0,0,1,0
Kendall Fuller,Virginia Tech,2016,84,3,21,0,0,3,22,85,61,171,21,24,5.11,187,4.48,NA,15,NA,NA,NA,6,0,0,0,0,1,CB,CB,WAS,2016,2021,0,0,0,0,0,0,1,0
Kenyan Drake,Alabama,2016,73,3,22,0,0,2,30,89,39,186,22,33,6.1,210,4.45,34.5,10,123,7.04,4.21,6,1,0,0,0,0,RB,2,MIA,2016,2021,0,0,1,0,0,0,0,0
Kevin Dodd,Clemson,2016,33,2,24,0,0,0,2,18,1,187,23,2,6.5,277,4.86,NA,NA,NA,NA,NA,2,0,0,0,0,1,DE,10,TEN,2016,2017,0,0,0,0,1,0,0,0
Kevin Hogan,Stanford,2016,162,5,23,0,0,0,2,9,1,149,23,2,6.3,218,4.78,32.5,NA,113,6.9,4.31,6,0,0,0,1,0,QB,1,KAN,2016,2021,0,1,0,0,0,0,0,0
Kyle Murphy,Stanford,2016,200,6,22,0,0,0,2,7,3,86,22,2,6.6,305,5.19,NA,23,NA,NA,NA,6,0,0,0,1,0,T,8,GNB,2016,2021,0,0,0,1,0,0,0,0
Kyler Fackrell,Utah St.,2016,88,3,24,0,0,1,16,86,19,178,24,17,6.5,245,4.72,34.5,15,121,NA,NA,6,0,0,0,0,0,LB,11,GNB,2016,2021,0,0,0,0,0,1,0,0
Laquon Treadwell,Mississippi,2016,23,1,21,0,0,2,8,70,23,26,20,9,6.2,221,4.52,33,12,117,NA,NA,6,1,0,0,0,0,WR,3,MIN,2016,2021,0,0,1,0,0,0,0,0
Laremy Tunsil,Mississippi,2016,13,1,22,0,2,5,36,77,77,23,21,40,6.5,310,5.23,NA,NA,NA,NA,NA,6,1,0,0,0,0,T,8,MIA,2016,2021,0,0,0,1,0,0,0,0
Leonard Floyd,Georgia,2016,9,1,23,0,0,6,42,87,87,175,23,47,6.6,244,4.6,39.5,NA,127,NA,NA,6,1,0,0,0,0,LB,11,CHI,2016,2021,0,0,0,0,0,1,0,0
Malcolm Mitchell,Georgia,2016,112,4,24,0,0,0,4,14,6,90,23,4,6.1,198,4.45,36,15,129,6.94,4.34,1,1,0,0,0,0,WR,3,NWE,2016,2016,0,0,1,0,0,0,0,0
Matt Judon,Grand Valley St.,2016,146,5,24,0,3,5,45,93,65,128,23,49,6.3,275,4.73,35,30,109,7.67,4.52,6,0,0,0,0,0,DE,10,BAL,2016,2021,0,0,0,0,1,0,0,0
Max Tuerk,USC,2016,66,3,22,0,0,0,0,1,0,24,22,0,6.5,298,5.12,NA,22,NA,NA,NA,1,0,0,0,1,0,C,6,SDG,2017,2017,0,0,0,1,0,0,0,0
Michael Thomas,Ohio St.,2016,47,2,23,2,3,4,57,70,62,29,23,61,6.3,212,4.57,35,18,126,6.8,4.13,5,0,1,0,0,0,WR,3,NOR,2016,2020,0,0,1,0,0,0,0,0
Miles Killebrew,Southern Utah,2016,111,4,23,0,0,0,7,95,4,121,22,8,6.2,217,4.65,38,22,127,6.93,4.18,6,0,0,0,0,0,S,S,DET,2016,2021,0,0,0,0,0,0,1,0
Myles Jack,UCLA,2016,36,2,21,0,0,6,37,88,82,140,20,41,6.1,245,4.56,NA,19,NA,NA,NA,6,0,0,0,1,0,LB,11,JAX,2016,2021,0,0,0,0,0,1,0,0
Nate Sudfeld,Indiana,2016,187,6,22,0,0,0,1,4,0,34,22,1,6.6,234,5.02,29,NA,105,NA,NA,4,0,1,0,0,0,QB,1,WAS,2017,2020,0,1,0,0,0,0,0,0
Nick Kwiatkoski,West Virginia,2016,113,4,23,0,0,1,19,77,34,117,22,21,6.2,243,4.73,32,19,120,7.16,4.22,6,0,0,1,0,0,LB,11,CHI,2016,2021,0,0,0,0,0,1,0,0
Nick Martin,Notre Dame,2016,50,2,23,0,0,4,28,79,62,98,22,30,6.4,299,5.22,28,28,97,7.57,4.72,5,0,0,0,0,0,G,7,HOU,2017,2021,0,0,0,1,0,0,0,0
Nick Vannett,Ohio St.,2016,94,3,23,0,0,2,7,77,35,19,23,7,6.6,257,4.76,30.5,17,111,7.05,4.2,6,0,1,0,0,0,TE,4,SEA,2016,2021,0,0,1,0,0,0,0,0
Nick Vigil,Utah St.,2016,87,3,23,0,0,4,25,85,51,18,22,27,6.2,239,4.72,31.5,NA,115,6.73,4,6,0,0,0,0,0,LB,11,CIN,2016,2021,0,0,0,0,0,1,0,0
Noah Spence,East. Kentucky,2016,39,2,22,0,0,0,5,43,6,37,22,5,6.2,251,4.8,35,25,121,7.21,4.35,6,0,0,0,0,0,DE,10,TAM,2016,2021,0,0,0,0,1,0,0,0
Parker Ehinger,Cincinnati,2016,105,4,23,0,0,0,4,10,6,182,23,4,6.6,310,5.26,27.5,NA,97,NA,NA,6,0,0,0,0,0,G,7,KAN,2016,2021,0,0,0,1,0,0,0,0
Paul Perkins,UCLA,2016,149,5,21,0,0,0,5,29,5,72,21,5,5.1,208,4.54,32,19,124,NA,NA,4,0,0,0,1,0,RB,2,NYG,2016,2019,0,0,1,0,0,0,0,0
Paxton Lynch,Memphis,2016,26,1,22,0,0,0,2,5,4,105,22,2,6.7,244,4.86,36,NA,118,7.14,4.26,2,0,0,0,0,0,QB,1,DEN,2016,2017,0,1,0,0,0,0,0,0
Quinton Jefferson,Maryland,2016,147,5,23,0,0,3,21,72,45,137,22,22,6.4,291,4.95,29,24,NA,7.95,4.37,6,0,1,0,0,0,DT,9,SEA,2016,2021,0,0,0,0,1,0,0,0
Reggie Ragland,Alabama,2016,41,2,22,0,0,3,21,75,47,66,22,23,6.1,247,4.72,31.5,NA,116,NA,4.28,5,1,0,0,0,0,LB,11,BUF,2017,2021,1,0,0,0,0,1,0,0
Ricardo Louis,Auburn,2016,114,4,22,0,0,1,3,32,12,108,21,3,6.2,215,4.43,38,18,132,NA,NA,2,1,0,0,0,0,WR,3,CLE,2016,2017,0,0,1,0,0,0,0,0
Riley Dixon,Syracuse,2016,228,7,23,0,0,0,11,97,0,189,22,12,6.4,221,5.04,NA,NA,NA,NA,NA,6,0,0,0,0,1,K,13,DEN,2016,2021,0,0,0,0,0,0,0,1
Robert Nkemdiche,Mississippi,2016,29,1,21,0,0,0,6,38,6,80,21,6,6.3,294,4.87,35,28,116,NA,NA,6,1,0,0,0,0,DT,9,ARI,2016,2021,0,0,0,0,1,0,0,0
Ronnie Stanley,Notre Dame,2016,6,1,22,1,1,4,39,63,63,35,21,42,6.6,312,5.2,28.5,NA,NA,8.03,4.9,6,0,0,0,0,0,T,8,BAL,2016,2021,1,0,0,1,0,0,0,0
Ryan Kelly,Alabama,2016,18,1,23,0,3,6,43,80,80,123,22,48,6.4,311,5.03,30,26,103,7.58,4.59,6,1,0,0,0,0,C,6,IND,2016,2021,1,0,0,1,0,0,0,0
Ryan Smith,North Carolina Central,2016,108,4,23,0,0,0,8,77,17,39,22,9,5.11,189,4.47,36,18,122,6.88,4.09,6,0,0,0,0,0,CB,CB,TAM,2016,2021,0,0,0,0,0,0,1,0
Scooby Wright III,Arizona,2016,250,7,22,0,0,0,1,13,0,3,21,1,6.1,239,4.9,31,22,113,NA,4.47,2,0,0,0,1,0,LB,11,CLE,2016,2017,0,0,0,0,0,1,0,0
Sean Davis,Maryland,2016,58,2,22,0,0,3,18,70,42,195,22,19,6.1,201,4.46,37.5,21,126,6.64,3.97,6,0,1,0,0,0,CB,CB,PIT,2016,2021,0,0,0,0,0,0,1,0
Sebastian Tretola,Arkansas,2016,193,6,24,0,0,0,0,1,0,25,23,0,6.4,314,5.45,23.5,22,90,7.94,5.02,1,1,0,0,0,0,G,7,TEN,2016,2016,0,0,0,1,0,0,0,0
Shaq Lawson,Clemson,2016,19,1,22,0,0,1,19,78,31,114,21,21,6.3,269,4.7,33,NA,120,7.16,4.21,6,0,0,0,0,1,DE,10,BUF,2016,2021,1,0,0,0,1,0,0,0
Sheldon Day,Notre Dame,2016,103,4,22,0,0,0,6,67,3,193,21,7,6.1,293,5.07,30,21,102,7.44,4.5,6,0,0,0,0,0,DT,9,JAX,2016,2021,0,0,0,0,1,0,0,0
Sheldon Rankins,Louisville,2016,12,1,22,0,0,2,19,79,36,64,21,20,6.1,299,5.03,34.5,28,118,7.44,4.59,6,0,0,0,0,1,DT,9,NOR,2016,2021,0,0,0,0,1,0,0,0
Spencer Drango,Baylor,2016,168,5,23,0,0,2,8,32,19,185,23,8,6.6,315,5.27,27,30,100,7.88,4.66,2,0,0,1,0,0,G,7,CLE,2016,2017,1,0,0,1,0,0,0,0
Stephen Weatherly,Vanderbilt,2016,227,7,22,0,0,1,11,73,17,13,21,12,6.4,267,4.61,31,23,117,NA,NA,6,1,0,0,0,0,LB,11,MIN,2016,2021,0,0,0,0,0,1,0,0
Sterling Shepard,Oklahoma,2016,40,2,23,0,0,5,26,72,70,45,23,29,5.1,194,4.48,41,20,123,7,4.35,6,0,0,1,0,0,WR,3,NYG,2016,2021,0,0,1,0,0,0,0,0
T.J. Green,Clemson,2016,57,2,21,0,0,0,5,41,12,164,20,5,6.2,209,4.34,35.5,13,129,NA,NA,6,0,0,0,0,1,S,S,IND,2016,2021,0,0,0,0,0,0,1,0
Tajae Sharpe,Massachusetts,2016,140,5,21,0,0,3,12,66,36,47,21,13,6.2,194,4.55,33.5,11,114,NA,NA,6,0,0,0,0,0,WR,3,TEN,2016,2021,0,0,1,0,0,0,0,0
Tavon Young,Temple,2016,104,4,22,0,0,1,14,50,24,2,21,15,5.9,183,4.46,34.5,9,118,6.8,3.93,6,0,0,0,0,0,CB,CB,BAL,2016,2021,0,0,0,0,0,0,1,0
Taylor Decker,Ohio St.,2016,16,1,23,0,0,5,33,80,80,192,22,37,6.7,310,5.23,29,20,101,7.7,4.76,6,0,1,0,0,0,T,8,DET,2016,2021,1,0,0,1,0,0,0,0
Temarrick Hemingway,South Carolina St.,2016,177,6,23,0,0,0,0,23,1,155,22,0,6.5,244,4.71,30.5,18,115,6.88,4.31,6,0,0,0,0,0,TE,4,LAR,2016,2021,0,0,1,0,0,0,0,0
Thomas Duarte,UCLA,2016,231,7,21,0,0,0,0,1,0,183,20,0,6.2,231,4.72,33.5,12,118,6.97,4.24,1,0,0,0,1,0,TE,4,MIA,2016,2016,0,0,1,0,0,0,0,0
Trevor Davis,California,2016,163,5,23,0,0,0,2,43,4,194,22,2,6.1,188,4.42,38.5,11,124,6.6,4.22,4,0,0,0,1,0,WR,3,GNB,2016,2019,0,0,1,0,0,0,0,0
Tyler Ervin,San Jose St.,2016,119,4,22,0,0,0,2,43,0,179,22,2,5.1,192,4.41,39,17,130,NA,NA,5,0,0,0,0,0,RB,2,HOU,2016,2020,0,0,1,0,0,0,0,0
Tyler Higbee,Western Kentucky,2016,110,4,23,0,0,6,20,93,84,151,23,22,6.6,249,4.77,NA,NA,NA,NA,NA,6,0,0,0,0,0,TE,4,LAR,2016,2021,0,0,1,0,0,0,0,0
Tyler Matakevich,Temple,2016,246,7,23,0,0,0,7,96,1,96,23,8,6.1,238,4.81,31,22,112,7.19,4.5,6,0,0,0,0,0,LB,11,PIT,2016,2021,1,0,0,0,0,1,0,0
Vernon Hargreaves III,Florida,2016,11,1,21,0,0,4,16,69,58,159,20,17,5.1,204,4.5,39,15,130,NA,3.98,6,1,0,0,0,0,CB,CB,TAM,2016,2021,1,0,0,0,0,0,1,0
Wendell Smallwood,West Virginia,2016,153,5,22,0,0,1,10,56,12,41,22,10,5.1,208,4.47,33.5,14,120,6.83,4.28,6,0,0,1,0,0,RB,2,PHI,2016,2021,0,0,1,0,0,0,0,0
Will Fuller,Notre Dame,2016,21,1,22,0,0,5,24,55,52,170,21,26,6.1,186,4.32,33.5,10,126,6.93,4.27,6,0,0,0,0,0,WR,3,HOU,2016,2021,0,0,1,0,0,0,0,0
Will Redmond,Mississippi St.,2016,68,3,22,0,0,0,3,34,5,61,22,3,5.11,182,4.45,NA,NA,NA,NA,NA,4,1,0,0,0,0,CB,CB,SFO,2018,2021,0,0,0,0,0,0,1,0
William Jackson III,Houston,2016,24,1,23,0,0,4,18,71,60,139,23,20,6.1,189,4.37,NA,10,116,NA,NA,5,0,0,0,0,0,CB,CB,CIN,2017,2021,0,0,0,0,0,0,1,0
Xavien Howard,Baylor,2016,38,2,23,1,3,5,47,72,71,144,22,51,6.1,201,4.58,33,11,122,7.18,4.15,6,0,0,1,0,0,CB,CB,MIA,2016,2021,0,0,0,0,0,0,1,0
Yannick Ngakoue,Maryland,2016,69,3,21,0,1,6,41,95,87,82,20,46,6.2,252,4.75,34.5,26,118,7.35,4.5,6,0,1,0,0,0,DE,10,JAX,2016,2021,0,0,0,0,1,0,0,0
Zack Sanchez,Oklahoma,2016,141,5,22,0,0,0,1,5,1,53,22,1,5.11,185,4.5,35.5,19,116,NA,NA,1,0,0,1,0,0,CB,CB,CAR,2016,2016,0,0,0,0,0,0,1,0
Adam Shaheen,Ashland,2017,45,2,22,0,0,1,4,55,25,50,22,4,6.6,278,4.79,32.5,24,121,7.09,4.38,5,0,0,0,0,0,TE,4,CHI,2017,2021,0,0,1,0,0,0,0,0
Ahkello Witherspoon,Colorado,2017,66,3,22,0,0,2,14,56,36,3,21,15,6.3,198,4.45,40.5,NA,127,6.93,4.13,5,0,0,0,1,0,CB,CB,SFO,2017,2021,0,0,0,0,0,0,1,0
Al-Quadin Muhammad,Miami (FL),2017,196,6,22,0,0,1,13,68,25,82,21,14,6.3,253,4.88,30.5,22,117,7.25,4.47,5,0,0,0,0,1,DE,10,NOR,2017,2021,0,0,0,0,1,0,0,0
Alvin Kamara,Tennessee,2017,67,3,22,0,5,3,59,73,45,120,21,64,5.1,214,4.56,39.5,15,131,NA,NA,5,1,0,0,0,0,RB,2,NOR,2017,2021,0,0,1,0,0,0,0,0
ArDarius Stewart,Alabama,2017,79,3,23,0,0,0,1,15,2,40,23,1,5.11,204,4.49,34,NA,124,NA,NA,1,1,0,0,0,0,WR,3,NYJ,2017,2017,0,0,1,0,0,0,0,0
Avery Moss,Youngstown St.,2017,167,5,22,0,0,1,4,22,10,84,22,4,6.3,264,4.79,32.5,14,114,7.25,4.43,3,0,0,0,0,0,DE,10,NYG,2017,2019,0,0,0,0,1,0,0,0
Ben Gedeon,Michigan,2017,120,4,22,0,0,1,12,39,22,163,22,12,6.2,244,4.75,34.5,27,119,6.98,4.13,3,0,1,0,0,0,LB,11,MIN,2017,2019,0,0,0,0,0,1,0,0
Brian Hill,Wyoming,2017,156,5,21,0,0,0,9,48,3,144,21,9,6.1,219,4.54,34,15,125,7.03,4.32,5,0,0,0,0,0,RB,2,ATL,2017,2021,0,0,1,0,0,0,0,0
Cam Robinson,Alabama,2017,34,2,21,0,0,4,25,61,61,59,21,27,6.6,322,5.15,26,NA,106,7.81,4.82,5,1,0,0,0,0,T,8,JAX,2017,2021,1,0,0,1,0,0,0,0
Cameron Sutton,Tennessee,2017,94,3,22,0,0,1,11,68,24,39,22,12,5.11,188,4.52,34,11,120,6.81,NA,5,1,0,0,0,0,CB,CB,PIT,2017,2021,0,0,0,0,0,0,1,0
Carl Lawson,Auburn,2017,116,4,22,0,0,1,11,51,14,109,21,11,6.2,261,4.67,33,35,114,7.46,4.19,4,1,0,0,0,0,LB,11,CIN,2017,2020,0,0,0,0,0,1,0,0
Charles Harris,Missouri,2017,22,1,22,0,0,1,12,71,23,150,22,13,6.3,253,4.82,32,21,109,7.47,4.42,5,1,0,0,0,0,LB,11,MIA,2017,2021,0,0,0,0,0,1,0,0
Chase Roullier,Wyoming,2017,199,6,24,0,0,4,23,67,61,56,23,25,6.4,312,5.54,26.5,19,97,7.6,4.47,5,0,0,0,0,0,C,6,WAS,2017,2021,0,0,0,1,0,0,0,0
Chris Godwin,Penn St.,2017,84,3,21,0,1,3,35,72,47,158,21,38,6.1,209,4.42,36,19,126,7.01,4,5,0,1,0,0,0,WR,3,TAM,2017,2021,0,0,1,0,0,0,0,0
Chris Wormley,Michigan,2017,74,3,23,0,0,3,16,67,30,1,23,17,6.5,298,NA,NA,23,NA,NA,NA,5,0,1,0,0,0,DE,10,BAL,2017,2021,0,0,0,0,1,0,0,0
Christian McCaffrey,Stanford,2017,8,1,21,1,1,3,45,58,52,95,20,48,5.11,202,4.48,37.5,10,121,6.57,4.22,5,0,0,0,1,0,RB,2,CAR,2017,2021,1,0,1,0,0,0,0,0
Colin Holba,Louisville,2017,213,6,23,0,0,0,0,19,0,142,22,0,6.4,248,5.19,28,NA,115,NA,NA,4,0,0,0,0,1,LS,LS,PIT,2017,2020,0,0,0,0,0,0,0,0
Conor McDermott,UCLA,2017,211,6,24,0,0,0,3,36,6,94,24,3,6.8,307,5.18,28.5,NA,105,7.52,4.58,5,0,0,0,1,0,T,8,NWE,2017,2021,0,0,0,1,0,0,0,0
Cooper Kupp,East. Washington,2017,69,3,24,1,1,4,45,71,57,113,23,49,6.2,204,4.62,31,NA,116,6.75,4.08,5,0,0,0,0,0,WR,3,LAR,2017,2021,0,0,1,0,0,0,0,0
Corey Davis,Western Michigan,2017,5,1,22,0,0,4,28,65,57,191,22,30,6.3,209,NA,NA,NA,NA,NA,NA,5,0,0,0,0,0,WR,3,TEN,2017,2021,1,0,1,0,0,0,0,0
Corn Elder,Miami (FL),2017,152,5,22,0,0,0,2,35,1,179,22,2,5.1,183,4.55,NA,NA,NA,NA,NA,4,0,0,0,0,1,CB,CB,CAR,2018,2021,0,0,0,0,0,0,1,0
Curtis Samuel,Ohio St.,2017,40,2,21,0,0,3,18,58,33,53,20,19,5.11,196,4.31,37,18,119,7.09,4.33,5,0,1,0,0,0,WR,3,CAR,2017,2021,0,0,1,0,0,0,0,0
D.J. Jones,Mississippi,2017,198,6,22,0,0,3,23,61,46,125,22,24,6.1,319,5.04,28.5,25,108,7.73,4.65,5,1,0,0,0,0,DT,9,SFO,2017,2021,0,0,0,0,1,0,0,0
Daeshon Hall,Texas A&M,2017,77,3,22,0,0,0,1,13,0,153,21,1,6.5,266,4.76,36,18,123,7.03,4.38,3,1,0,0,0,0,DE,10,CAR,2017,2019,0,0,0,0,1,0,0,0
Dalvin Cook,Florida St.,2017,41,2,22,0,3,4,44,56,55,196,21,47,5.1,210,4.49,30.5,22,116,7.27,4.53,5,0,0,0,0,1,RB,2,MIN,2017,2021,1,0,1,0,0,0,0,0
Dalvin Tomlinson,Alabama,2017,55,2,23,0,0,5,31,80,80,28,23,34,6.3,310,5.19,27,NA,110,7.68,4.59,5,1,0,0,0,0,DT,9,NYG,2017,2021,0,0,0,0,1,0,0,0
Damontae Kazee,San Diego St.,2017,149,5,24,0,0,3,17,69,49,119,23,18,5.1,184,4.54,34,11,124,NA,NA,5,0,0,0,0,0,CB,CB,ATL,2017,2021,0,0,0,0,0,0,1,0
Dan Feeney,Indiana,2017,71,3,23,0,0,4,29,79,62,172,22,31,6.4,305,5.24,28,26,101,7.52,4.68,5,0,1,0,0,0,G,7,LAC,2017,2021,0,0,0,1,0,0,0,0
David Njoku,Miami (FL),2017,29,1,21,0,0,2,12,65,36,78,20,13,6.4,246,4.64,37.5,21,133,6.97,4.34,5,0,0,0,0,1,TE,4,CLE,2017,2021,0,0,1,0,0,0,0,0
David Sharpe,Florida,2017,129,4,21,0,0,0,4,37,6,49,21,4,6.6,343,5.44,20.5,19,97,7.87,4.78,5,1,0,0,0,0,T,8,OAK,2017,2021,0,0,0,1,0,0,0,0
Davis Webb,California,2017,87,3,22,0,0,0,0,1,0,15,22,0,6.5,229,4.79,33,NA,118,6.92,4.21,1,0,0,0,1,0,QB,1,NYG,2021,2021,0,1,0,0,0,0,0,0
Dawuane Smoot,Illinois,2017,68,3,22,0,0,0,13,72,17,42,22,14,6.3,264,4.77,29.5,NA,117,7.18,4.39,5,0,1,0,0,0,DE,10,JAX,2017,2021,0,0,0,0,1,0,0,0
Deatrich Wise Jr.,Arkansas,2017,131,4,23,0,0,1,22,78,27,4,22,24,6.5,274,4.92,33,22,124,NA,NA,5,1,0,0,0,0,DE,10,NWE,2017,2021,0,0,0,0,1,0,0,0
Dede Westbrook,Oklahoma,2017,110,4,23,0,0,1,14,55,25,14,23,15,6.1,178,NA,NA,NA,NA,NA,NA,5,0,0,1,0,0,WR,3,JAX,2017,2021,1,0,1,0,0,0,0,0
DeMarcus Walker,Florida St.,2017,51,2,22,0,0,0,8,49,7,20,22,9,6.4,280,NA,NA,18,NA,NA,NA,5,0,0,0,0,1,DE,10,DEN,2017,2021,0,0,0,0,1,0,0,0
Derek Rivers,Youngstown St.,2017,83,3,23,0,0,0,4,24,1,61,22,4,6.4,248,4.61,35,30,123,6.94,4.4,4,0,0,0,0,0,DE,10,NWE,2018,2021,0,0,0,0,1,0,0,0
Deshaun Watson,Clemson,2017,12,1,21,0,3,3,52,54,53,17,21,55,6.2,221,4.66,32.5,NA,119,6.95,4.31,4,0,0,0,0,1,QB,1,HOU,2017,2020,1,1,0,0,0,0,0,0
DeShone Kizer,Notre Dame,2017,52,2,21,0,0,1,6,18,15,115,21,6,6.4,233,4.83,30.5,NA,107,7.4,4.53,2,0,0,0,0,0,QB,1,CLE,2017,2018,0,1,0,0,0,0,0,0
Desmond King,Iowa,2017,151,5,22,1,0,3,21,78,40,118,22,23,5.1,201,NA,34,14,117,6.67,4.18,5,0,1,0,0,0,S,S,LAC,2017,2021,1,0,0,0,0,0,1,0
Dion Dawkins,Temple,2017,63,2,23,0,1,5,35,80,74,186,22,38,6.4,314,5.11,26,26,106,7.3,4.78,5,0,0,0,0,0,G,7,BUF,2017,2021,0,0,0,1,0,0,0,0
D'Onta Foreman,Texas,2017,89,3,21,0,0,0,8,26,4,169,20,8,6.1,233,NA,NA,18,NA,NA,NA,5,0,0,1,0,0,RB,2,HOU,2017,2021,1,0,1,0,0,0,0,0
Duke Riley,LSU,2017,75,3,23,0,0,2,14,73,27,62,22,15,6.1,232,4.58,34.5,18,122,6.89,4.21,5,1,0,0,0,0,LB,11,ATL,2017,2021,0,0,0,0,0,1,0,0
Eddie Jackson,Alabama,2017,112,4,23,1,2,5,39,76,76,132,23,42,6.1,201,NA,NA,10,NA,NA,NA,5,1,0,0,0,0,S,S,CHI,2017,2021,0,0,0,0,0,0,1,0
Eddie Vanderdoes,UCLA,2017,88,3,22,0,0,1,5,19,13,23,22,5,6.3,305,4.99,28.5,28,111,7.69,4.39,3,0,0,0,1,0,DT,9,OAK,2017,2019,0,0,0,0,1,0,0,0
Ejuan Price,Pittsburgh,2017,234,7,24,0,0,0,0,1,0,68,24,0,5.11,241,4.84,31.5,20,117,NA,4.34,1,0,0,0,0,1,DE,10,LAR,2017,2017,0,0,0,0,1,0,0,0
Elijah Hood,North Carolina,2017,242,7,21,0,0,0,0,1,0,139,20,0,6.1,232,NA,NA,18,NA,NA,NA,1,0,0,0,0,1,RB,2,OAK,2017,2017,0,0,1,0,0,0,0,0
Elijah McGuire,Louisiana,2017,188,6,23,0,0,0,6,24,5,92,22,6,5.1,214,4.53,36,15,120,7.26,4.56,2,0,0,0,0,0,RB,2,NYJ,2017,2018,0,0,1,0,0,0,0,0
Elijah Qualls,Washington,2017,214,6,22,0,0,0,1,6,0,67,22,1,6.1,313,5.13,31.5,33,105,7.65,4.66,1,0,0,0,1,0,DT,9,PHI,2017,2017,0,0,0,0,1,0,0,0
Eric Saubert,Drake,2017,174,5,23,0,0,0,0,57,9,52,22,0,6.5,253,NA,33,22,121,NA,NA,5,0,0,0,0,0,TE,4,ATL,2017,2021,0,0,1,0,0,0,0,0
Ethan Pocic,LSU,2017,58,2,22,0,0,1,20,57,40,69,21,21,6.6,310,5.15,27,26,107,7.89,4.81,5,1,0,0,0,0,C,6,SEA,2017,2021,0,0,0,1,0,0,0,0
Evan Engram,Mississippi,2017,23,1,23,0,1,5,20,65,51,175,22,22,6.3,234,4.42,36,19,125,6.92,4.23,5,1,0,0,0,0,TE,4,NYG,2017,2021,0,0,1,0,0,0,0,0
Fabian Moreau,UCLA,2017,81,3,23,0,0,2,14,76,34,85,22,15,6.1,206,4.35,38,NA,136,6.94,4.12,5,0,0,0,1,0,CB,CB,WAS,2017,2021,0,0,0,0,0,0,1,0
Forrest Lamp,Western Kentucky,2017,38,2,23,0,0,1,8,26,18,112,23,8,6.4,309,5,27.5,34,111,7.55,4.62,4,0,0,0,0,0,G,7,LAC,2018,2021,0,0,0,1,0,0,0,0
Gareon Conley,Ohio St.,2017,24,1,22,0,0,1,9,31,26,198,21,9,6.1,195,4.44,37,11,129,6.68,4.18,3,0,1,0,0,0,CB,CB,OAK,2017,2019,0,0,0,0,0,0,1,0
George Kittle,Iowa,2017,146,5,23,1,3,4,35,67,59,116,23,38,6.4,247,4.52,35,18,132,NA,NA,5,0,1,0,0,0,TE,4,SFO,2017,2021,0,0,1,0,0,0,0,0
Gerald Everett,South Alabama,2017,44,2,23,0,0,1,16,76,23,173,22,17,6.3,239,4.62,37.5,22,126,6.99,4.33,5,0,0,0,0,0,TE,4,LAR,2017,2021,0,0,1,0,0,0,0,0
Haason Reddick,Temple,2017,13,1,22,0,0,3,23,80,47,65,22,25,6.1,237,4.52,36.5,24,133,7.01,4.37,5,0,0,0,0,0,LB,11,ARI,2017,2021,0,0,0,0,0,1,0,0
Ifeadi Odenigbo,Northwestern,2017,220,7,23,0,0,1,10,41,15,77,22,10,6.3,258,4.72,31.5,25,128,7.26,4.4,4,0,1,0,0,0,DT,9,MIN,2018,2021,0,0,0,0,1,0,0,0
Isaac Rochell,Notre Dame,2017,225,7,22,0,0,0,9,63,9,58,21,9,6.4,280,4.89,31.5,25,114,NA,NA,5,0,0,0,0,0,DT,9,LAC,2017,2021,0,0,0,0,1,0,0,0
Isaiah Ford,Virginia Tech,2017,237,7,21,0,0,0,5,32,3,171,21,5,6.1,194,4.61,35.5,14,127,6.94,4.34,4,0,0,0,0,1,WR,3,MIA,2018,2021,0,0,1,0,0,0,0,0
Isaiah McKenzie,Georgia,2017,172,5,22,0,0,1,9,65,18,91,21,10,5.7,173,4.42,36,11,123,6.64,4.15,5,1,0,0,0,0,WR,3,DEN,2017,2021,0,0,1,0,0,0,0,0
Jabrill Peppers,Michigan,2017,25,1,21,0,0,4,22,61,59,73,21,24,5.11,213,4.46,35.5,19,128,NA,NA,5,0,1,0,0,0,S,S,CLE,2017,2021,1,0,0,0,0,0,1,0
Jake Elliott,Memphis,2017,153,5,22,0,1,0,15,80,0,177,22,16,5.9,167,4.79,NA,NA,NA,NA,NA,5,0,0,0,0,0,K,13,CIN,2017,2021,0,0,0,0,0,0,0,1
Jaleel Johnson,Iowa,2017,109,4,23,0,0,1,13,65,20,129,22,13,6.3,316,5.38,28,19,100,7.64,4.62,5,0,1,0,0,0,DT,9,MIN,2017,2021,0,0,0,0,1,0,0,0
